"0x8cec84","Character Reference Number","Starting Class","***UNKNOWN*** (Usually Zero)","Starting Level/Alliance","X Co-ordinate","Y Co-ordinate","***UNKNOWN***","Reinforcement Placement?","Reinforcement Pointer?","Slot Item 1","Slot Item 2","Slot Item 3","Slot Item 4","AI 1","AI 2","AI 3","AI 4"
"0xBD","0xbd","0x18","0x0","0xa5","206","81","0x0","0x0","0x0","0x90","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xBE","0xbd","0x18","0x0","0xa5","196","81","0x0","0x0","0x0","0x90","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xBF","0xbd","0x18","0x0","0xa5","5","84","0x0","0x0","0x0","0x90","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xC0","0xbd","0x65","0x0","0xa5","200","4","0x0","0x0","0x0","0x90","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xC1","0xbd","0x65","0x0","0xa5","202","4","0x0","0x0","0x0","0x90","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xC2","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xC3","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xC4","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xC5","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xC6 Melkaen Coast","0x2","0x7","0x0","0x50","206","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0xC7","0x2","0x7","0x0","0x50","13","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0xC8","0x2","0x7","0x0","0x50","15","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0xC9","0x2","0x7","0x0","0x50","78","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0xCA","0x2","0x7","0x0","0x50","80","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0xCB","0x2","0x7","0x0","0x50","208","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0xCC","0x2","0x7","0x0","0x50","143","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0xCD","0x2","0x7","0x0","0x50","204","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0xCE","0x2","0x7","0x0","0x50","76","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0xCF","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xD0","0x5f","0x5a","0x0","0x75","203","0","0x0","0x0","0x0","0x86","0x28","0x0","0x0","0x3","0x3","0xc","0x0"
"0xD1","0xb2","0x8","0x0","0x6d","10","17","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xD2","0xb2","0x8","0x0","0x6d","12","17","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xD3","0xb9","0x61","0x0","0x6d","203","1","0x0","0x0","0x0","0xb5","0xab","0x0","0x0","0x0","0x3","0xc","0x0"
"0xD4","0xaf","0x57","0x0","0x6d","146","1","0x0","0x0","0x0","0x31","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xD5","0xb1","0x1c","0x0","0xa5","83","16","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0x3","0xc","0x0"
"0xD6","0xae","0x3","0x0","0x6d","78","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xD7","0xae","0x3","0x0","0x6d","79","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xD8","0xaf","0x5","0x0","0x6d","142","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xD9","0xae","0x3","0x0","0x6d","14","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xDA","0xae","0x3","0x0","0x6d","199","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xDB","0xae","0x3","0x0","0x6d","200","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xDC","0xaf","0x5","0x0","0x6d","135","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xDD","0xaf","0x5","0x0","0x6d","134","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xDE","0xae","0x3","0x0","0x6d","70","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xDF","0xae","0x3","0x0","0x6d","71","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xE0","0xae","0x3","0x0","0x6d","66","87","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xE1","0xae","0x3","0x0","0x6d","1","87","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xE2","0xae","0x3","0x0","0x6d","129","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xE3","0xae","0x3","0x0","0x6d","66","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xE4","0xae","0x3","0x0","0x6d","131","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xE5","0xae","0x3","0x0","0x6d","194","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xE6","0xae","0x3","0x0","0x6d","202","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xE7","0xb1","0x59","0x0","0x6d","146","67","0x0","0x0","0x0","0xb0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xE8","0xb1","0x59","0x0","0x6d","210","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xE9","0xb1","0x59","0x0","0x6d","147","69","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xEA","0xb1","0x59","0x0","0x6d","19","70","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xEB","0xb1","0x59","0x0","0x6d","10","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xEC","0xb1","0x59","0x0","0x6d","83","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xED","0xb8","0x60","0x0","0x6d","65","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xEE","0xb8","0x60","0x0","0x6d","193","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xEF","0xb8","0x60","0x0","0x6d","130","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xF0","0xb8","0x60","0x0","0x6d","129","67","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xF1","0xb8","0x60","0x0","0x6d","0","68","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xF2","0xb6","0xc","0x0","0x6d","66","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xF3","0xb6","0xc","0x0","0x6d","68","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xF4","0xb6","0xc","0x0","0x6d","194","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xF5","0xb6","0xc","0x0","0x6d","196","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xF6","0xb6","0xc","0x0","0x6d","131","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xF7","0xb4","0xa","0x0","0x6d","144","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xF8","0xb4","0xa","0x0","0x6d","209","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xF9","0xae","0x3","0x0","0x6d","205","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xFA","0xae","0x3","0x0","0x6d","144","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xFB","0xae","0x3","0x0","0x6d","142","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xFC","0xae","0x3","0x0","0x6d","79","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xFD","0xaf","0x5","0x0","0x6d","14","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xFE","0xaf","0x5","0x0","0x6d","16","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xFF","0xbc","0x16","0x0","0x6d","70","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x100","0xbc","0x16","0x0","0x6d","5","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x01","0xbc","0x16","0x0","0x6d","7","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x02","0xb2","0x5a","0x0","0x6d","65","7","0x0","0x0","0x0","0x26","0x28","0x0","0x0","0x0","0x12","0xc","0x0"
"0x03","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x104 Melkaen Coast","0x2","0x7","0x0","0x50","206","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x05","0x2","0x7","0x0","0x50","13","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x06","0x2","0x7","0x0","0x50","15","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x07","0x2","0x7","0x0","0x50","78","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x08","0x2","0x7","0x0","0x50","80","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x09","0x2","0x7","0x0","0x50","208","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x0A","0x2","0x7","0x0","0x50","143","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x0B","0x2","0x7","0x0","0x50","204","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x0C","0x2","0x7","0x0","0x50","76","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x0D","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x0E","0x5f","0x5a","0x0","0x85","203","0","0x0","0x0","0x0","0x86","0x28","0x0","0x0","0x3","0x3","0xc","0x0"
"0x0F","0xb2","0x8","0x0","0x6d","10","17","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x10","0xb2","0x8","0x0","0x6d","12","17","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x11","0xb9","0x61","0x0","0x6d","203","1","0x0","0x0","0x0","0xb5","0xab","0x0","0x0","0x0","0x3","0xc","0x0"
"0x12","0xaf","0x57","0x0","0x6d","146","1","0x0","0x0","0x0","0x31","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x13","0xb1","0x1c","0x0","0xa5","83","16","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0x3","0xc","0x0"
"0x14","0xae","0x3","0x0","0x6d","78","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x15","0xae","0x3","0x0","0x6d","79","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x16","0xaf","0x5","0x0","0x6d","142","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x17","0xae","0x3","0x0","0x6d","14","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x18","0xae","0x3","0x0","0x6d","199","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x19","0xae","0x3","0x0","0x6d","200","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x1A","0xaf","0x5","0x0","0x6d","135","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x1B","0xaf","0x5","0x0","0x6d","134","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x1C","0xae","0x3","0x0","0x6d","70","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x1D","0xae","0x3","0x0","0x6d","71","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x1E","0xae","0x3","0x0","0x6d","66","87","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x1F","0xae","0x3","0x0","0x6d","1","87","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x20","0xae","0x3","0x0","0x6d","129","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x21","0xae","0x3","0x0","0x6d","66","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x22","0xae","0x3","0x0","0x6d","131","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x23","0xae","0x3","0x0","0x6d","194","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x24","0xae","0x3","0x0","0x6d","202","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x25","0xb1","0x59","0x0","0x6d","146","67","0x0","0x0","0x0","0xb0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x26","0xb1","0x59","0x0","0x6d","210","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x27","0xb1","0x59","0x0","0x6d","147","69","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x28","0xb1","0x59","0x0","0x6d","19","70","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x29","0xb1","0x59","0x0","0x6d","10","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x2A","0xb1","0x59","0x0","0x6d","83","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x2B","0xb8","0x60","0x0","0x6d","65","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x2C","0xb8","0x60","0x0","0x6d","193","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x2D","0xb8","0x60","0x0","0x6d","130","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x2E","0xb8","0x60","0x0","0x6d","129","67","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x2F","0xb8","0x60","0x0","0x6d","0","68","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x30","0xb6","0xc","0x0","0x6d","66","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x31","0xb6","0xc","0x0","0x6d","68","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x32","0xb6","0xc","0x0","0x6d","194","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x33","0xb6","0xc","0x0","0x6d","196","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x34","0xb6","0xc","0x0","0x6d","131","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x35","0xb4","0xa","0x0","0x6d","144","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x36","0xb4","0xa","0x0","0x6d","209","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x37","0xae","0x3","0x0","0x6d","205","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x38","0xae","0x3","0x0","0x6d","144","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x39","0xae","0x3","0x0","0x6d","142","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x3A","0xae","0x3","0x0","0x6d","79","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x3B","0xaf","0x5","0x0","0x6d","14","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x3C","0xaf","0x5","0x0","0x6d","16","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x3D","0xbc","0x16","0x0","0x6d","70","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x3E","0xbc","0x16","0x0","0x6d","5","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x3F","0xbc","0x16","0x0","0x6d","7","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x40","0xb2","0x5a","0x0","0x6d","65","7","0x0","0x0","0x0","0x26","0x28","0x0","0x0","0x0","0x12","0xc","0x0"
"0x41","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x142 Melkaen Coast","0x2","0x7","0x0","0x50","206","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x43","0x2","0x7","0x0","0x50","13","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x44","0x2","0x7","0x0","0x50","15","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x45","0x2","0x7","0x0","0x50","78","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x46","0x2","0x7","0x0","0x50","80","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x47","0x2","0x7","0x0","0x50","208","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x48","0x2","0x7","0x0","0x50","143","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x49","0x2","0x7","0x0","0x50","204","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x4A","0x2","0x7","0x0","0x50","76","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x4B","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x4C","0x5f","0x61","0x0","0x7d","203","0","0x0","0x0","0x0","0xac","0xab","0x0","0x0","0x3","0x3","0xc","0x0"
"0x4D","0xb9","0x17","0x0","0x6d","10","17","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x4E","0xb9","0x17","0x0","0x6d","12","17","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x4F","0xb9","0x61","0x0","0x6d","203","1","0x0","0x0","0x0","0xb5","0xab","0x0","0x0","0x0","0x3","0xc","0x0"
"0x50","0xaf","0x57","0x0","0x6d","146","1","0x0","0x0","0x0","0x31","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x51","0xb1","0x1c","0x0","0xa5","83","16","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0x3","0xc","0x0"
"0x52","0xae","0x3","0x0","0x6d","78","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x53","0xae","0x3","0x0","0x6d","79","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x54","0xaf","0x5","0x0","0x6d","142","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x55","0xae","0x3","0x0","0x6d","14","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x56","0xae","0x3","0x0","0x6d","199","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x57","0xae","0x3","0x0","0x6d","200","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x58","0xaf","0x5","0x0","0x6d","135","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x59","0xaf","0x5","0x0","0x6d","134","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x5A","0xae","0x3","0x0","0x6d","70","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x5B","0xae","0x3","0x0","0x6d","71","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x5C","0xae","0x3","0x0","0x6d","66","87","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x5D","0xae","0x3","0x0","0x6d","1","87","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x5E","0xae","0x3","0x0","0x6d","129","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x5F","0xae","0x3","0x0","0x6d","66","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x60","0xae","0x3","0x0","0x6d","131","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x61","0xae","0x3","0x0","0x6d","194","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x62","0xae","0x3","0x0","0x6d","202","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x63","0xb1","0x59","0x0","0x6d","146","67","0x0","0x0","0x0","0xb0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x64","0xb1","0x59","0x0","0x6d","210","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x65","0xb1","0x59","0x0","0x6d","147","69","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x66","0xb1","0x59","0x0","0x6d","19","70","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x67","0xb1","0x59","0x0","0x6d","10","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x68","0xb1","0x59","0x0","0x6d","83","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x69","0xb8","0x60","0x0","0x6d","65","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x6A","0xb8","0x60","0x0","0x6d","193","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x6B","0xb8","0x60","0x0","0x6d","130","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x6C","0xb8","0x60","0x0","0x6d","129","67","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x6D","0xb8","0x60","0x0","0x6d","0","68","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x6E","0xb6","0xc","0x0","0x6d","66","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x6F","0xb6","0xc","0x0","0x6d","68","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x70","0xb6","0xc","0x0","0x6d","194","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x71","0xb6","0xc","0x0","0x6d","196","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x72","0xb6","0xc","0x0","0x6d","131","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x73","0xb4","0xa","0x0","0x6d","144","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x74","0xb4","0xa","0x0","0x6d","209","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x75","0xae","0x3","0x0","0x6d","205","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x76","0xae","0x3","0x0","0x6d","144","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x77","0xae","0x3","0x0","0x6d","142","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x78","0xae","0x3","0x0","0x6d","79","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x79","0xaf","0x5","0x0","0x6d","14","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x7A","0xaf","0x5","0x0","0x6d","16","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x7B","0xbc","0x16","0x0","0x6d","70","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
